Geração,Tipo,ID,Nome,Grupo,Aniversário,Vocal,Dance,Rap,Center,Visual,Especialidade,Conceitos predominantes,Gêneros predominantes,Pontos Fortes,Pontos Fracos
4,idol,secretnumberditaformer,Dita (former),SECRET NUMBER,25-12-1996,B,A,D,A,B,,,,,
4,idol,secretnumberebin,Ebin,SECRET NUMBER,28-01-2004,D,D,D,D,C,,,,,
4,idol,secretnumberjinnyformer,Jinny (former),SECRET NUMBER,20-01-1998,D,B,A,B,C,,,,,
4,idol,secretnumberléaformer,Léa (former),SECRET NUMBER,12-08-1995,D,B,D,C,C,,,,,
4,idol,secretnumberminc,Min C,SECRET NUMBER,21-04-2006,D,D,D,D,C,,,,,
4,idol,secretnumberminjiformer,Minji (former),SECRET NUMBER,31-03-1999,B,B,D,C,C,,,,,
4,idol,secretnumbernavi,Navi,SECRET NUMBER,13-04-2003,D,D,D,D,C,,,,,
4,idol,secretnumbersoodamformer,Soodam (former),SECRET NUMBER,09-11-1999,C,C,D,B,B,,,,,
4,idol,secretnumberzuuformer,Zuu (former),SECRET NUMBER,24-03-2000,D,C,D,C,C,,,,,
4,idol,soloistchoiyena,Choi Yena,Soloist,29-09-1999,B,B,B,B,B,,,,,
5,idol,soloistchuu,Chuu,Soloist,20-10-1999,S,B,C,B,B,,,,,
4,idol,soloistjeonsomi,Jeon Somi,Soloist,09-03-2001,B,A,C,S,S,,,,,
4,idol,soloistjoyuri,Jo Yuri,Soloist,22-10-2001,S,C,D,B,B,,,,,
4,idol,soloistkwoneunbi,Kwon Eunbi,Soloist,27-09-1995,A,A,C,B,A,,,,,
4,idol,soloistleechaeyeon,Lee Chaeyeon,Soloist,11-01-2000,A,S,C,C,C,,,,,
5,idol,soloistyves,Yves,Soloist,24-05-1997,B,S,C,B,C,,,,,
4,idol,staycisa,Isa,STAYC,23-01-2002,B,B,D,B,A,,,,,
4,idol,staycj,J,STAYC,09-12-2004,B,B,A,B,B,,,,,
4,idol,staycseeun,Seeun,STAYC,14-06-2003,C,B,D,C,B,,,,,
4,idol,staycsieun,Sieun,STAYC,01-08-2001,S,B,A,A,B,,,,,
4,idol,staycsumin,Sumin,STAYC,13-03-2001,B,B,C,C,B,,,,,
4,idol,staycyoon,Yoon,STAYC,14-04-2004,A,B,D,B,A,,,,,
4,idol,tri.behyunbin,Hyunbin,TRI.BE,26-05-2004,C,A,A,B,C,,,,,
4,idol,tri.bejia,Jia,TRI.BE,30-07-2005,B,B,D,C,B,,,,,
4,idol,tri.bejinhaformer,Jinha (former),TRI.BE,21-11-2003,A,B,D,C,B,,,,,
4,idol,tri.bekelly,Kelly,TRI.BE,16-01-2002,B,B,D,B,A,,,,,
4,idol,tri.bemire,Mire,TRI.BE,26-03-2006,B,A,A,A,B,,,,,
4,idol,tri.besoeun,Soeun,TRI.BE,10-12-2005,C,B,B,C,C,,,,,
4,idol,tri.besongsun,Songsun,TRI.BE,22-03-1997,A,B,D,B,B,,,,,
5,idol,tripleschaewon,Chaewon,tripleS,02-05-2007,B,B,D,B,B,,,,,
5,idol,tripleschaeyeon,Chaeyeon,tripleS,04-12-2004,B,B,D,A,A,,,,,
5,idol,triplesdahyun,Dahyun,tripleS,08-01-2003,S,B,D,B,B,,,,,
5,idol,tripleshayeon,Hayeon,tripleS,01-08-2007,B,B,C,B,B,,,,,
5,idol,tripleshyerin,Hyerin,tripleS,12-04-2007,B,S,D,B,B,,,,,
5,idol,triplesjiwoo,Jiwoo,tripleS,24-10-2005,A,B,D,B,C,,,,,
5,idol,triplesjiyeon,Jiyeon,tripleS,13-02-2004,B,B,D,B,A,,,,,
5,idol,triplesjoobin,Joobin,tripleS,16-01-2009,B,C,D,C,C,,,,,
5,idol,tripleskaede,Kaede,tripleS,20-12-2005,A,S,D,B,B,,,,,
5,idol,tripleskotone,Kotone,tripleS,10-03-2004,B,A,B,B,B,,,,,
5,idol,tripleskwakyeonji,Kwak Yeonji,tripleS,08-01-2008,C,B,D,B,B,,,,,
5,idol,tripleslynn,Lynn,tripleS,12-04-2006,C,A,C,C,B,,,,,
5,idol,triplesmayu,Mayu,tripleS,12-05-2002,A,B,D,B,B,,,,,
5,idol,triplesnakyoung,Nakyoung,tripleS,13-10-2002,B,S,B,A,B,,,,,
5,idol,triplesnien,Nien,tripleS,02-06-2003,B,B,D,C,A,,,,,
5,idol,triplesseoah,SeoAh,tripleS,11-06-2010,B,B,D,C,B,,,,,
5,idol,triplesseoyeon,Seoyeon,tripleS,06-08-2003,B,B,D,S,A,,,,,
5,idol,triplesshion,Shion,tripleS,03-04-2006,A,B,D,C,B,,,,,
5,idol,triplessohyun,Sohyun,tripleS,13-10-2002,B,B,B,A,A,,,,,
5,idol,triplessoomin,Soomin,tripleS,03-10-2007,B,B,C,B,A,,,,,
5,idol,triplessullin,Sullin,tripleS,30-11-2006,D,C,D,D,B,,,,,
5,idol,triplesxinyu,Xinyu,tripleS,25-05-2002,C,B,D,B,S,,,,,
5,idol,triplesyooyeon,Yooyeon,tripleS,09-02-2001,C,C,C,S,S,,,,,
5,idol,triplesyubin,Yubin,tripleS,03-02-2005,B,A,D,A,B,,,,,
5,idol,uniselisia,Elisia,UNIS,18-04-2009,S,B,D,C,C,,,,,
5,idol,unisgehlee,Gehlee,UNIS,19-08-2007,B,B,D,C,B,,,,,
5,idol,unishyeonju,Hyeonju,UNIS,03-11-2001,A,B,D,B,B,,,,,
5,idol,uniskotoko,Kotoko,UNIS,28-10-2007,B,B,C,A,C,,,,,
5,idol,unisnana,Nana,UNIS,06-06-2007,B,B,D,B,B,,,,,
5,idol,unisseowon,Seowon,UNIS,27-01-2011,S,B,D,B,B,,,,,
5,idol,unisyoona,Yoona,UNIS,07-10-2009,B,B,B,C,B,,,,,
5,idol,unisyunha,Yunha,UNIS,28-02-2009,B,B,D,B,B,,,,,
5,idol,uspeerchaena,Chaena,USPEER,08-06-2009,B,B,D,C,C,,,,,
5,idol,uspeerdaon,Daon,USPEER,07-07-2008,C,C,D,C,B,,,,,
5,idol,uspeerroa,Roa,USPEER,28-10-2009,A,B,D,B,B,,,,,
5,idol,uspeerseoyu,Seoyu,USPEER,26-11-2007,C,A,C,B,B,,,,,
5,idol,uspeersian,Sian,USPEER,18-08-2007,A,B,D,A,B,,,,,
5,idol,uspeersoee,Soee,USPEER,11-03-2007,C,B,D,B,B,,,,,
5,idol,uspeeryeowon,Yeowon (former),USPEER,10-04-2006,D,B,C,D,C,,,,,
5,idol,vivizeunha,Eunha,VIVIZ,30-05-1997,A,A,D,B,A,,,,,
5,idol,vivizsinb,SinB,VIVIZ,03-06-1998,B,S,C,B,B,,,,,
5,idol,vivizumji,Umji,VIVIZ,19-08-1998,B,A,D,B,B,,,,,
5,idol,vvupjiyoon,Jiyoon,VVUP,15-07-2008,C,C,D,C,B,,,,,
5,idol,vvupkim,Kim,VVUP,03-06-2006,A,B,D,A,B,,,,,
5,idol,vvuppaan,Paan,VVUP,22-06-2006,C,B,B,B,C,,,,,
5,idol,vvupsuyeon,Suyeon,VVUP,31-03-2007,C,C,C,C,C,,,,,
4,idol,weeeklyjaehee,Jaehee,Weeekly,18-03-2004,C,C,D,C,B,,,,,
4,idol,weeeklyjihan,Jihan,Weeekly,12-07-2004,B,B,D,A,B,,,,,
4,idol,weeeklyjiyoonformer,Jiyoon (former),Weeekly,02-03-2002,B,C,D,C,C,,,,,
4,idol,weeeklymonday,Monday,Weeekly,10-05-2002,S,A,B,B,C,,,,,
4,idol,weeeklysoeun,Soeun,Weeekly,26-10-2002,A,A,C,B,C,,,,,
4,idol,weeeklysoojin,Soojin,Weeekly,12-12-2001,B,A,C,A,A,,,,,
4,idol,weeeklyzoa,Zoa,Weeekly,31-05-2005,C,B,C,B,A,,,,,
4,idol,wooahlucy,Lucy,WOOAH,09-04-2004,D,B,A,C,C,,,,,
4,idol,wooahminseo,Minseo,WOOAH,12-08-2004,A,B,D,B,C,,,,,
4,idol,wooahnana,Nana,WOOAH,09-03-2001,B,S,B,S,A,,,,,
4,idol,wooahsora,Sora,WOOAH,30-08-2003,C,C,D,C,C,,,,,
4,idol,wooahwooyeon,Wooyeon,WOOAH,11-02-2003,B,C,D,B,A,,,,,
5,idol,youngpossedoeun,Doeun,YOUNG POSSE,24-12-2007,C,C,A,C,C,,,,,
5,idol,youngpossejiana,Jiana,YOUNG POSSE,02-02-2006,B,C,S,B,B,,,,,
5,idol,youngpossejieun,Jieun,YOUNG POSSE,05-11-2009,C,C,A,C,C,,,,,
5,idol,youngpossesunhye,Sunhye,YOUNG POSSE,12-04-2004,C,B,S,B,C,,,,,
5,idol,youngposseyeonjung,Yeonjung,YOUNG POSSE,01-09-2004,C,B,S,B,C,,,,,
